"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @SavageSam: “Carpe Keep’em” @Nike https://t.co/07cD2eVJjm",FALSE,0,NA,2019-05-09 17:23:24,FALSE,NA,"1126538170881970179",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Beedxpe",1,TRUE,FALSE,NA,NA
"2","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:23:19,FALSE,NA,"1126538149444882433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Keamo_Khunou",81,TRUE,FALSE,NA,NA
"3","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:22:55,FALSE,NA,"1126538050006396930",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shserere",81,TRUE,FALSE,NA,NA
"4","RT @hypebae: Minimalists will love Undercover x @Nike's black and white Daybreak sneaker. 
https://t.co/APdzb0unfb",FALSE,0,NA,2019-05-09 17:22:30,FALSE,NA,"1126537945404428289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","enoughofyou__",1,TRUE,FALSE,NA,NA
"5","@Nike I want the family and friends cactus plant and cactus 1s please contact me",FALSE,0,"Nike",2019-05-09 17:22:08,FALSE,NA,"1126537853461258240","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","inkonmyneck",0,FALSE,FALSE,NA,NA
"6","@KicksFinder I love that the recent 87 releases are starting to sit/be had below retail. One of the freshest new si… https://t.co/5qryqsm6vb",FALSE,0,"KicksFinder",2019-05-09 17:21:31,TRUE,"1126536069938327552","1126537695893819393","1703138106","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jesse_Wines",0,FALSE,FALSE,NA,NA
"7","AMEN! As @Nike states, JUST DO IT! <U+0001F3AC> https://t.co/k0dqTuImvF",FALSE,0,NA,2019-05-09 17:21:05,FALSE,NA,"1126537589219966976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Twr15Production",0,FALSE,FALSE,NA,NA
"8","@Joseph0581 @Nike @nikestore I just got one for May",FALSE,0,"Joseph0581",2019-05-09 17:20:56,FALSE,"1126530730262241280","1126537549248229377","2500537336","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sweetpotatoPete",0,FALSE,FALSE,NA,NA
"9","RT @WNBAKicks: Super dope! New York Liberty’s @KayNurse11 stars in the latest @nike Mother’s Day ‘Moms Run The World’ campaign<U+0001F525><U+0001F525> #WNBAKicks…",FALSE,0,NA,2019-05-09 17:20:56,FALSE,NA,"1126537549189611520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jalynsanders_",12,TRUE,FALSE,NA,NA
"10","@gvitt @Nike @USWNT Boom, men's cut... https://t.co/6YmnWAeudK",FALSE,1,"gvitt",2019-05-09 17:20:28,FALSE,"1126526294416474112","1126537432525094917","13710762","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RAGrayUSA",0,FALSE,FALSE,NA,NA
"11","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:20:17,FALSE,NA,"1126537384601038849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AviweMgijima",81,TRUE,FALSE,NA,NA
"12","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:20:12,FALSE,NA,"1126537364170584064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","snez43",81,TRUE,FALSE,NA,NA
"13","I wonder if I can be a spokes person for @Nike this summer?",FALSE,0,NA,2019-05-09 17:18:52,FALSE,NA,"1126537029444149248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Your_REGAL_ness",0,FALSE,FALSE,NA,NA
"14","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:16:57,FALSE,NA,"1126536548705611781",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lAsh3y",81,TRUE,FALSE,NA,NA
"15","RT @Nike: Never slow down for the world, one day it will catch-up with you. #justdoit https://t.co/xx2UzmQ0Bw",FALSE,0,NA,2019-05-09 17:16:41,FALSE,NA,"1126536481076580353",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DreamsRestless",7027,TRUE,FALSE,NA,NA
"16","RT @blazindw: There is NO men’s cut version of the 3-star @USWNT jersey, and @ussoccer and @Nike aren’t offering customization of ANY jerse…",FALSE,0,NA,2019-05-09 17:16:04,FALSE,NA,"1126536325505568768",NA,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>","parsionez",31,TRUE,FALSE,NA,NA
"17","@nike release these in grade school sizes too plsssss https://t.co/0f1jRMpIQR",FALSE,0,"Nike",2019-05-09 17:14:38,FALSE,NA,"1126535962312441856","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BABYZAEEE",0,FALSE,FALSE,NA,NA
"18","@Nike sponsors there, because without conditions https://t.co/WqIF5cw1Lb",FALSE,0,"Nike",2019-05-09 17:14:31,FALSE,NA,"1126535934437134336","415859364","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mitys5",0,FALSE,FALSE,NA,NA
"19","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:14:29,FALSE,NA,"1126535925155209216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","B_Bawse",81,TRUE,FALSE,NA,NA
"20","RT @frntofficesport: Thanks to a partnership between @Nike and @ussoccer, @Snapchat users will be able to rock the new @USWNT home and away…",FALSE,0,NA,2019-05-09 17:12:38,FALSE,NA,"1126535459973345282",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SportEducation",2,TRUE,FALSE,NA,NA
"21","<U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB> what a cluster, U.S. Soccer. It’s not great when I can order from @Nike and get them next week, yet you offe… https://t.co/6OTn1fgM1C",FALSE,0,NA,2019-05-09 17:12:24,TRUE,NA,"1126535403698364416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stephaniemduffy",0,FALSE,FALSE,NA,NA
"22","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:12:20,FALSE,NA,"1126535384618418176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bonga_Dmo",81,TRUE,FALSE,NA,NA
"23",". @Nike All white Nike Air Huarache Drift.. Hands down your greatest work to date. To say I love these shoes is an… https://t.co/sr5TCqazcI",FALSE,0,NA,2019-05-09 17:11:53,TRUE,NA,"1126535270948433924",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrinkC4VP",0,FALSE,FALSE,NA,NA
"24","<U+203C><U+FE0F> LIMITED QUANTITY <U+203C><U+FE0F> @Nike LeBron 16 x Harlem's Fashion Row dropping on Saturday, May 11. Don't miss out:… https://t.co/Of1U7veeXU",FALSE,4,NA,2019-05-09 17:11:24,TRUE,NA,"1126535151696121857",NA,"<a href=""https://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","Nordstrom",0,FALSE,FALSE,NA,NA
"25","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:10:32,FALSE,NA,"1126534933718216704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Itu_Amese",81,TRUE,FALSE,NA,NA
"26","Minimalists will love Undercover x @Nike's black and white Daybreak sneaker. 
https://t.co/APdzb0unfb",FALSE,7,NA,2019-05-09 17:10:25,FALSE,NA,"1126534904819404805",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hypebae",1,FALSE,FALSE,NA,NA
"27","@obj I’m sure @Nike got you on this one.",FALSE,0,"obj",2019-05-09 17:10:17,FALSE,"1126534567161057281","1126534867817246720","380730306","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","richardmasao",0,FALSE,FALSE,NA,NA
"28","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:10:09,FALSE,NA,"1126534833956585472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khados881",81,TRUE,FALSE,NA,NA
"29","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:09:50,FALSE,NA,"1126534756957659136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bizawe2",81,TRUE,FALSE,NA,NA
"30","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:09:43,FALSE,NA,"1126534727714967552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Melusi_Cele",81,TRUE,FALSE,NA,NA
"31","RT @VistaK: Human Rights organizations need to speak up and call out the @iaaforg. There needs to be a worldwide outrage. @Nike and @Discov…",FALSE,0,NA,2019-05-09 17:08:51,FALSE,NA,"1126534509250457600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chumaninande",2,TRUE,FALSE,NA,NA
"32","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 17:08:27,FALSE,NA,"1126534409304379392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarqusClae",16,TRUE,FALSE,NA,NA
"33","Shop the latest from @Nike ACG... https://t.co/rRCKE4PbqK https://t.co/P0XZanbAqD",FALSE,1,NA,2019-05-09 17:07:59,FALSE,NA,"1126534288554504192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","18montrose",1,FALSE,FALSE,NA,NA
"34","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:07:53,FALSE,NA,"1126534263992664064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","loreen_m",81,TRUE,FALSE,NA,NA
"35","RT @fox6now: .@Nike 's plan for better-fitting kicks: Show us your feet https://t.co/fLjfl0pnNw https://t.co/ZPOiZ8IQsI",FALSE,0,NA,2019-05-09 17:06:46,FALSE,NA,"1126533982261215232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","fox6wakeup",1,TRUE,FALSE,NA,NA
"36","Great time trials &amp; @ComradesRace party for @nedbanksport @Nedbank_RC  Gauteng North athletes. Thanks @BESTERNICK f… https://t.co/DDu70HjSRp",FALSE,0,NA,2019-05-09 17:06:04,TRUE,NA,"1126533806494765056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jrencontre",0,FALSE,FALSE,NA,NA
"37","@Nike it’s time to bring the Nike block letter socks back... https://t.co/uBb31JAIQQ",FALSE,0,"Nike",2019-05-09 17:05:44,FALSE,NA,"1126533723053285377","415859364","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEMISIX",0,FALSE,FALSE,NA,NA
"38","@Nike Take that noxus! Can't dunk qhat you can't see!
Jade emperor out!
- Nike, you ain't shit! All you do is win!
Like khaled!",FALSE,0,"Nike",2019-05-09 17:05:25,FALSE,NA,"1126533644053561344","415859364","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TimotheeeVanier",0,FALSE,FALSE,NA,NA
"39","@Nike @fedex where are my Bred 4’s https://t.co/Qkk6wUZUwu",FALSE,0,"Nike",2019-05-09 17:05:11,FALSE,NA,"1126533585630973952","415859364","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","101mwc",0,FALSE,FALSE,NA,NA
"40","RT @blazindw: There is NO men’s cut version of the 3-star @USWNT jersey, and @ussoccer and @Nike aren’t offering customization of ANY jerse…",FALSE,0,NA,2019-05-09 17:04:35,FALSE,NA,"1126533433310810113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mptii1",31,TRUE,FALSE,NA,NA
"41",".@Nike 's plan for better-fitting kicks: Show us your feet https://t.co/fLjfl0pnNw https://t.co/ZPOiZ8IQsI",FALSE,0,NA,2019-05-09 17:04:33,FALSE,NA,"1126533426541223936",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","fox6now",1,FALSE,FALSE,NA,NA
"42","I have no issue with anyone’s sexuality. I do have issue with sexualizing a child to sell sneakers. This is a very… https://t.co/5bDKDP9bfn",FALSE,1,NA,2019-05-09 17:04:25,TRUE,NA,"1126533393259343872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheGarnet81",0,FALSE,FALSE,NA,NA
"43","“Carpe Keep’em” @Nike https://t.co/07cD2eVJjm",FALSE,0,NA,2019-05-09 17:04:19,FALSE,NA,"1126533366055100417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SavageSam",1,FALSE,FALSE,NA,NA
"44","@gabealonso @TONL @Nike Thank you so much Gabe! It’s a journey for sure.",FALSE,1,"gabealonso",2019-05-09 17:04:18,FALSE,"1126360934258098176","1126533363521789952","10235762","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshuaKissi",0,FALSE,FALSE,NA,NA
"45","@iamghettosmurf @TONL @Nike Respect!",FALSE,0,"iamghettosmurf",2019-05-09 17:04:01,FALSE,"1126401347417337856","1126533293757874177","368355672","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshuaKissi",0,FALSE,FALSE,NA,NA
"46","@AbrahamAsefaw @TONL @Nike Thank you Abbi!",FALSE,0,"AbrahamAsefaw",2019-05-09 17:03:53,FALSE,"1126407276858892288","1126533259956035584","499801153","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshuaKissi",0,FALSE,FALSE,NA,NA
"47","@sodaabreu @Nike thank you for watching!",FALSE,0,"sodaabreu",2019-05-09 17:02:57,FALSE,"1126502705025830917","1126533022118027264","303739720","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WordOfKo",0,FALSE,FALSE,NA,NA
"48","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:02:15,FALSE,NA,"1126532849128148992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","its_hopieeeee",81,TRUE,FALSE,NA,NA
"49","Top Youth Coaching Resources

@iCoachKidsEU https://t.co/SMUxq7GPQv

USOC Quality Coaching Framework… https://t.co/lG0HsQQCZ0",FALSE,2,NA,2019-05-09 17:02:00,TRUE,NA,"1126532785844432898",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Joe_Eisenmann",0,FALSE,FALSE,NA,NA
"50","RT @VistaK: Human Rights organizations need to speak up and call out the @iaaforg. There needs to be a worldwide outrage. @Nike and @Discov…",FALSE,0,NA,2019-05-09 17:01:28,FALSE,NA,"1126532651584839681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bonganisikhosa7",2,TRUE,FALSE,NA,NA
"51","@blazindw @USWNT @ussoccer @Nike @USWNTPlayers 100% agree with this. @Nike this seems like a fairly easy fix, no?",FALSE,0,"blazindw",2019-05-09 17:00:46,FALSE,"1126488900665520138","1126532472471035904","17875127","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EricForsch",0,FALSE,FALSE,NA,NA
"52","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:00:32,FALSE,NA,"1126532416045244416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ayabonga_Q",81,TRUE,FALSE,NA,NA
"53","@TimeSesethu @caster800m @Nike This is beautiful. Thanks bra! <U+0001F5A4>",FALSE,0,"TimeSesethu",2019-05-09 17:00:28,FALSE,"1126508881079717890","1126532397565083649","1092375458350579712","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uNtandoSindane",0,FALSE,FALSE,NA,NA
"54","RT @Eastbay: Chase victory in the soccer cleats that your favorite players will wear on the biggest stage. Inspired by the Goddess of Victo…",FALSE,0,NA,2019-05-09 17:00:22,FALSE,NA,"1126532373913448450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamJDBC",1,TRUE,FALSE,NA,NA
"55","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 17:00:20,FALSE,NA,"1126532365575163905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HuGoTropRigolo",40,TRUE,FALSE,NA,NA
"56","Air to the Max. The @nike Air More Uptempo 720 launches 10/05/2019 at 8am. https://t.co/4b54YyDDok",FALSE,0,NA,2019-05-09 17:00:16,FALSE,NA,"1126532348554686464",NA,"<a href=""https://postso.com"" rel=""nofollow"">Postso.com</a>","Footasylum",0,FALSE,FALSE,NA,NA
"57","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:00:07,FALSE,NA,"1126532311573516288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NamSaba",81,TRUE,FALSE,NA,NA
"58","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:00:07,FALSE,NA,"1126532310239784960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uNtandoSindane",81,TRUE,FALSE,NA,NA
"59","Wear the soccer cleats your favorite players will be wearing in the women's tournament. Inspired by the Goddess of… https://t.co/USXLj2qbSa",FALSE,0,NA,2019-05-09 17:00:01,TRUE,NA,"1126532286848077825",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","EastbayWomen",0,FALSE,FALSE,NA,NA
"60","Chase victory in the soccer cleats that your favorite players will wear on the biggest stage. Inspired by the Godde… https://t.co/h6taw0RzpF",FALSE,1,NA,2019-05-09 17:00:01,TRUE,NA,"1126532285312978944",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Eastbay",1,FALSE,FALSE,NA,NA
"61","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 17:00:00,FALSE,NA,"1126532280577613824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nguniem1",81,TRUE,FALSE,NA,NA
"62","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:59:22,FALSE,NA,"1126532122599153669",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nathanneyy",40,TRUE,FALSE,NA,NA
"63","RT @CenterDigital: With @Nike pushing hard into #AugmentedReality for its shoe fit process, it's a good time to explore whether #AR is a sa…",FALSE,0,NA,2019-05-09 16:59:05,FALSE,NA,"1126532051144986625",NA,"<a href=""http://cinchtweet.com"" rel=""nofollow"">Geogram AWE Team</a>","GeogramTweets",0,TRUE,FALSE,NA,NA
"64","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:58:45,FALSE,NA,"1126531965736321024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sihledyan",81,TRUE,FALSE,NA,NA
"65","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 16:58:44,FALSE,NA,"1126531961332191232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nutfrndheng",23,TRUE,FALSE,NA,NA
"66","@FLYtotheSKYE11 @adidas @Nike The pg’s dropping?",FALSE,0,"FLYtotheSKYE11",2019-05-09 16:58:18,FALSE,"1125130576955170817","1126531853995913221","2321006646","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanDonovan72",0,FALSE,FALSE,NA,NA
"67","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:57:53,FALSE,NA,"1126531749062881280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vejdvs",40,TRUE,FALSE,NA,NA
"68","RT @HYPEBEAST: Get a closer look at #TomsSachs’ @Nike Mars Yard Overshoe. <U+0001F680>
https://t.co/p1dszAN4z2
<U+0001F4F8>: HYPEBEAST https://t.co/vZ1DYgUY5s",FALSE,0,NA,2019-05-09 16:57:47,FALSE,NA,"1126531724857434112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Me___165",16,TRUE,FALSE,NA,NA
"69","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:57:34,FALSE,NA,"1126531668469276672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MogulJuice",81,TRUE,FALSE,NA,NA
"70","@ItsSkullss @HYPEBEAST @Nike dude <U+0001F602>",FALSE,0,"ItsSkullss",2019-05-09 16:56:51,FALSE,"1126526239404175365","1126531486814015488","2353747095","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TanakaSamukange",0,FALSE,FALSE,NA,NA
"71","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:56:34,FALSE,NA,"1126531416827809792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ballz92",81,TRUE,FALSE,NA,NA
"72","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:55:28,FALSE,NA,"1126531139236171778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrankHennessy_",81,TRUE,FALSE,NA,NA
"73","@TimeSesethu @caster800m @Nike 50 bars of heat",FALSE,0,"TimeSesethu",2019-05-09 16:55:17,FALSE,"1126508881079717890","1126531092939530241","1092375458350579712","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EpikiazoGwanya",0,FALSE,FALSE,NA,NA
"74","@TinFoilHatCast @Converse @nike owns @converse, I don’t buy or ever buy either",FALSE,3,"TinFoilHatCast",2019-05-09 16:54:54,FALSE,"1126530321489350657","1126530997577641984","870899004086788096","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dirtyboxing1",0,FALSE,FALSE,NA,NA
"75","As presented at @thenextweb conference today! @Nike https://t.co/tQez0KRyE3",FALSE,0,NA,2019-05-09 16:54:44,FALSE,NA,"1126530954024103936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ikertxo",0,FALSE,FALSE,NA,NA
"76","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:54:28,FALSE,NA,"1126530888521490432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","svidge_thelelo",81,TRUE,FALSE,NA,NA
"77","""@Nike is updating its app with a new augmented reality tool that will measure your feet so that it can sell you sn… https://t.co/9kjHesiVQl",FALSE,0,NA,2019-05-09 16:54:20,TRUE,NA,"1126530854778548226",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","computerpatents",0,FALSE,FALSE,NA,NA
"78","@serenawilliams @NIKE WOMEN BRING HOME THE GOLD EVERY DAY IS MOTHERS DAY EACH A GODDESS OF VICTORY THANKS NIKE INVE… https://t.co/RTqMuy9LFZ",FALSE,0,"serenawilliams",2019-05-09 16:54:13,TRUE,NA,"1126530825204391936","26589987","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","athlette",0,FALSE,FALSE,NA,NA
"79","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:54:12,FALSE,NA,"1126530822172024837",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","t_t_c_d",40,TRUE,FALSE,NA,NA
"80","What happen to @Nike @nikestore sending birthday coupons I'm tired of these L's from nike.",FALSE,0,NA,2019-05-09 16:53:50,FALSE,NA,"1126530730262241280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joseph0581",0,FALSE,FALSE,NA,NA
